id,name,slug,collectibles_slug,number,height,weight,featured,detailPageURL,ThumbnailImage,ThumbnailAltText,abilities,type,weakness
119,Seaking,seaking,seaking,0119,1.3,39,true,/br/pokedex/seaking,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/119.png,Seaking,"Swift Swim, Water Veil",water,"Grass, Electric"
120,Staryu,staryu,staryu,0120,0.8,34.5,true,/br/pokedex/staryu,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/120.png,Staryu,"Natural Cure, Illuminate",water,"Grass, Electric"
121,Starmie,starmie,starmie,0121,1.1,80,true,/br/pokedex/starmie,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/121.png,Starmie,"Natural Cure, Illuminate","water, psychic","Grass, Electric, Bug, Ghost, Dark"
122,Mr. Mime,mr-mime,mr-mime,0122,1.3,54.5,true,/br/pokedex/mr-mime,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/122.png,Mr. Mime,"Soundproof, Filter","psychic, fairy","Poison, Ghost, Steel"
123,Scyther,scyther,scyther,0123,1.5,56,true,/br/pokedex/scyther,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/123.png,Scyther,"Swarm, Technician","bug, flying","Fire, Electric, Ice, Flying, Rock"
124,Jynx,jynx,jynx,0124,1.4,40.6,true,/br/pokedex/jynx,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/124.png,Jynx,"Oblivious, Forewarn","ice, psychic","Fire, Bug, Rock, Ghost, Dark, Steel"
125,Electabuzz,electabuzz,electabuzz,0125,1.1,30,true,/br/pokedex/electabuzz,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/125.png,Electabuzz,Static,electric,Ground
126,Magmar,magmar,magmar,0126,1.3,44.5,true,/br/pokedex/magmar,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/126.png,Magmar,Flame Body,fire,"Water, Ground, Rock"
127,Pinsir,pinsir,pinsir,0127,1.5,55,true,/br/pokedex/pinsir,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/127.png,Pinsir,"Hyper Cutter, Mold Breaker",bug,"Fire, Flying, Rock"
128,Tauros,tauros,tauros,0128,1.4,88.4,true,/br/pokedex/tauros,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/128.png,Tauros,"Intimidate, Anger Point",normal,Fighting
129,Magikarp,magikarp,magikarp,0129,0.9,10,true,/br/pokedex/magikarp,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/129.png,Magikarp,Swift Swim,water,"Grass, Electric"
130,Gyarados,gyarados,gyarados,0130,6.5,235,true,/br/pokedex/gyarados,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/130.png,Gyarados,Intimidate,"water, flying","Electric, Rock"
131,Lapras,lapras,lapras,0131,2.5,220,true,/br/pokedex/lapras,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/131.png,Lapras,"Water Absorb, Shell Armor","water, ice","Grass, Electric, Fighting, Rock"
132,Ditto,ditto,ditto,0132,0.3,4,true,/br/pokedex/ditto,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/132.png,Ditto,Limber,normal,Fighting
133,Eevee,eevee,eevee,0133,0.3,6.5,true,/br/pokedex/eevee,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/133.png,Eevee,"Run Away, Adaptability",normal,Fighting
134,Vaporeon,vaporeon,vaporeon,0134,1,29,true,/br/pokedex/vaporeon,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/134.png,Vaporeon,Water Absorb,water,"Grass, Electric"
135,Jolteon,jolteon,jolteon,0135,0.8,24.5,true,/br/pokedex/jolteon,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/135.png,Jolteon,Volt Absorb,electric,Ground
136,Flareon,flareon,flareon,0136,0.9,25,true,/br/pokedex/flareon,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/136.png,Flareon,Flash Fire,fire,"Water, Ground, Rock"
137,Porygon,porygon,porygon,0137,0.8,36.5,true,/br/pokedex/porygon,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/137.png,Porygon,"Trace, Download",normal,Fighting
138,Omanyte,omanyte,omanyte,0138,0.4,7.5,true,/br/pokedex/omanyte,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/138.png,Omanyte,"Shell Armor, Swift Swim","rock, water","Grass, Electric, Fighting, Ground"
139,Omastar,omastar,omastar,0139,1,35,true,/br/pokedex/omastar,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/139.png,Omastar,"Shell Armor, Swift Swim","rock, water","Grass, Electric, Fighting, Ground"
140,Kabuto,kabuto,kabuto,0140,0.5,11.5,true,/br/pokedex/kabuto,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/140.png,Kabuto,"Swift Swim, Battle Armor","rock, water","Grass, Electric, Fighting, Ground"
141,Kabutops,kabutops,kabutops,0141,1.3,40.5,true,/br/pokedex/kabutops,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/141.png,Kabutops,"Swift Swim, Battle Armor","rock, water","Grass, Electric, Fighting, Ground"
142,Aerodactyl,aerodactyl,aerodactyl,0142,1.8,59,true,/br/pokedex/aerodactyl,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/142.png,Aerodactyl,"Rock Head, Pressure","rock, flying","Water, Electric, Ice, Rock, Steel"
143,Snorlax,snorlax,snorlax,0143,2.1,460,true,/br/pokedex/snorlax,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/143.png,Snorlax,"Thick Fat, Immunity",normal,Fighting
144,Articuno,articuno,articuno,0144,1.7,55.4,true,/br/pokedex/articuno,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/144.png,Articuno,Pressure,"ice, flying","Fire, Electric, Rock, Steel"
145,Zapdos,zapdos,zapdos,0145,1.6,52.6,true,/br/pokedex/zapdos,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/145.png,Zapdos,Pressure,"electric, flying","Ice, Rock"
146,Moltres,moltres,moltres,0146,2,60,true,/br/pokedex/moltres,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/146.png,Moltres,Pressure,"fire, flying","Water, Electric, Rock"
147,Dratini,dratini,dratini,0147,1.8,3.3,true,/br/pokedex/dratini,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/147.png,Dratini,Shed Skin,dragon,"Ice, Dragon, Fairy"
148,Dragonair,dragonair,dragonair,0148,4,16.5,true,/br/pokedex/dragonair,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/148.png,Dragonair,Shed Skin,dragon,"Ice, Dragon, Fairy"
149,Dragonite,dragonite,dragonite,0149,2.2,210,true,/br/pokedex/dragonite,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/149.png,Dragonite,Inner Focus,"dragon, flying","Ice, Rock, Dragon, Fairy"
150,Mewtwo,mewtwo,mewtwo,0150,2,122,true,/br/pokedex/mewtwo,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/150.png,Mewtwo,Pressure,psychic,"Bug, Ghost, Dark"
151,Mew,mew,mew,0151,0.4,4,true,/br/pokedex/mew,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/151.png,Mew,Synchronize,psychic,"Bug, Ghost, Dark"
152,Chikorita,chikorita,chikorita,0152,0.9,6.4,true,/br/pokedex/chikorita,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/152.png,Chikorita,Overgrow,grass,"Fire, Ice, Poison, Flying, Bug"
153,Bayleef,bayleef,bayleef,0153,1.2,15.8,true,/br/pokedex/bayleef,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/153.png,Bayleef,Overgrow,grass,"Fire, Ice, Poison, Flying, Bug"
154,Meganium,meganium,meganium,0154,1.8,100.5,true,/br/pokedex/meganium,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/154.png,Meganium,Overgrow,grass,"Fire, Ice, Poison, Flying, Bug"
155,Cyndaquil,cyndaquil,cyndaquil,0155,0.5,7.9,true,/br/pokedex/cyndaquil,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/155.png,Cyndaquil,Blaze,fire,"Water, Ground, Rock"
156,Quilava,quilava,quilava,0156,0.9,19,true,/br/pokedex/quilava,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/156.png,Quilava,Blaze,fire,"Water, Ground, Rock"
157,Typhlosion,typhlosion,typhlosion,0157,1.7,79.5,true,/br/pokedex/typhlosion,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/157.png,Typhlosion,Blaze,fire,"Water, Ground, Rock"
158,Totodile,totodile,totodile,0158,0.6,9.5,true,/br/pokedex/totodile,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/158.png,Totodile,Torrent,water,"Grass, Electric"
159,Croconaw,croconaw,croconaw,0159,1.1,25,true,/br/pokedex/croconaw,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/159.png,Croconaw,Torrent,water,"Grass, Electric"
160,Feraligatr,feraligatr,feraligatr,0160,2.3,88.8,true,/br/pokedex/feraligatr,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/160.png,Feraligatr,Torrent,water,"Grass, Electric"
161,Sentret,sentret,sentret,0161,0.8,6,true,/br/pokedex/sentret,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/161.png,Sentret,"Keen Eye, Run Away",normal,Fighting
162,Furret,furret,furret,0162,1.8,32.5,true,/br/pokedex/furret,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/162.png,Furret,"Keen Eye, Run Away",normal,Fighting
163,Hoothoot,hoothoot,hoothoot,0163,0.7,21.2,true,/br/pokedex/hoothoot,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/163.png,Hoothoot,"Keen Eye, Insomnia","normal, flying","Electric, Ice, Rock"
164,Noctowl,noctowl,noctowl,0164,1.6,40.8,true,/br/pokedex/noctowl,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/164.png,Noctowl,"Keen Eye, Insomnia","normal, flying","Electric, Ice, Rock"
165,Ledyba,ledyba,ledyba,0165,1,10.8,true,/br/pokedex/ledyba,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/165.png,Ledyba,"Swarm, Early Bird","bug, flying","Fire, Electric, Ice, Flying, Rock"
166,Ledian,ledian,ledian,0166,1.4,35.6,true,/br/pokedex/ledian,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/166.png,Ledian,"Swarm, Early Bird","bug, flying","Fire, Electric, Ice, Flying, Rock"
167,Spinarak,spinarak,spinarak,0167,0.5,8.5,true,/br/pokedex/spinarak,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/167.png,Spinarak,"Swarm, Insomnia","bug, poison","Fire, Flying, Psychic, Rock"
168,Ariados,ariados,ariados,0168,1.1,33.5,true,/br/pokedex/ariados,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/168.png,Ariados,"Swarm, Insomnia","bug, poison","Fire, Flying, Psychic, Rock"
169,Crobat,crobat,crobat,0169,1.8,75,true,/br/pokedex/crobat,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/169.png,Crobat,Inner Focus,"poison, flying","Electric, Ice, Psychic, Rock"
170,Chinchou,chinchou,chinchou,0170,0.5,12,true,/br/pokedex/chinchou,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/170.png,Chinchou,"Illuminate, Volt Absorb","water, electric","Grass, Ground"
171,Lanturn,lanturn,lanturn,0171,1.2,22.5,true,/br/pokedex/lanturn,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/171.png,Lanturn,"Illuminate, Volt Absorb","water, electric","Grass, Ground"
172,Pichu,pichu,pichu,0172,0.3,2,true,/br/pokedex/pichu,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/172.png,Pichu,Static,electric,Ground
173,Cleffa,cleffa,cleffa,0173,0.3,3,true,/br/pokedex/cleffa,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/173.png,Cleffa,"Cute Charm, Magic Guard",fairy,"Poison, Steel"
174,Igglybuff,igglybuff,igglybuff,0174,0.3,1,true,/br/pokedex/igglybuff,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/174.png,Igglybuff,"Cute Charm, Competitive","normal, fairy","Poison, Steel"
175,Togepi,togepi,togepi,0175,0.3,1.5,true,/br/pokedex/togepi,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/175.png,Togepi,"Serene Grace, Hustle",fairy,"Poison, Steel"
176,Togetic,togetic,togetic,0176,0.6,3.2,true,/br/pokedex/togetic,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/176.png,Togetic,"Serene Grace, Hustle","fairy, flying","Electric, Ice, Poison, Rock, Steel"
177,Natu,natu,natu,0177,0.2,2,true,/br/pokedex/natu,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/177.png,Natu,"Synchronize, Early Bird","psychic, flying","Electric, Ice, Rock, Ghost, Dark"
178,Xatu,xatu,xatu,0178,1.5,15,true,/br/pokedex/xatu,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/178.png,Xatu,"Synchronize, Early Bird","psychic, flying","Electric, Ice, Rock, Ghost, Dark"
179,Mareep,mareep,mareep,0179,0.6,7.8,true,/br/pokedex/mareep,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/179.png,Mareep,Static,electric,Ground
180,Flaaffy,flaaffy,flaaffy,0180,0.8,13.3,true,/br/pokedex/flaaffy,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/180.png,Flaaffy,Static,electric,Ground
181,Ampharos,ampharos,ampharos,0181,1.4,61.5,true,/br/pokedex/ampharos,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/181.png,Ampharos,Static,electric,Ground
182,Bellossom,bellossom,bellossom,0182,0.4,5.8,true,/br/pokedex/bellossom,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/182.png,Bellossom,Chlorophyll,grass,"Fire, Ice, Poison, Flying, Bug"
183,Marill,marill,marill,0183,0.4,8.5,true,/br/pokedex/marill,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/183.png,Marill,"Thick Fat, Huge Power","water, fairy","Grass, Electric, Poison"
184,Azumarill,azumarill,azumarill,0184,0.8,28.5,true,/br/pokedex/azumarill,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/184.png,Azumarill,"Thick Fat, Huge Power","water, fairy","Grass, Electric, Poison"
185,Sudowoodo,sudowoodo,sudowoodo,0185,1.2,38,true,/br/pokedex/sudowoodo,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/185.png,Sudowoodo,"Rock Head, Sturdy",rock,"Water, Grass, Fighting, Ground, Steel"
186,Politoed,politoed,politoed,0186,1.1,33.9,true,/br/pokedex/politoed,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/186.png,Politoed,"Damp, Water Absorb",water,"Grass, Electric"
187,Hoppip,hoppip,hoppip,0187,0.4,0.5,true,/br/pokedex/hoppip,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/187.png,Hoppip,"Chlorophyll, Leaf Guard","grass, flying","Fire, Ice, Poison, Flying, Rock"
188,Skiploom,skiploom,skiploom,0188,0.6,1,true,/br/pokedex/skiploom,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/188.png,Skiploom,"Chlorophyll, Leaf Guard","grass, flying","Fire, Ice, Poison, Flying, Rock"
189,Jumpluff,jumpluff,jumpluff,0189,0.8,3,true,/br/pokedex/jumpluff,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/189.png,Jumpluff,"Chlorophyll, Leaf Guard","grass, flying","Fire, Ice, Poison, Flying, Rock"
190,Aipom,aipom,aipom,0190,0.8,11.5,true,/br/pokedex/aipom,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/190.png,Aipom,"Run Away, Pickup",normal,Fighting
191,Sunkern,sunkern,sunkern,0191,0.3,1.8,true,/br/pokedex/sunkern,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/191.png,Sunkern,"Chlorophyll, Solar Power",grass,"Fire, Ice, Poison, Flying, Bug"
192,Sunflora,sunflora,sunflora,0192,0.8,8.5,true,/br/pokedex/sunflora,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/192.png,Sunflora,"Chlorophyll, Solar Power",grass,"Fire, Ice, Poison, Flying, Bug"
193,Yanma,yanma,yanma,0193,1.2,38,true,/br/pokedex/yanma,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/193.png,Yanma,"Compound Eyes, Speed Boost","bug, flying","Fire, Electric, Ice, Flying, Rock"
194,Wooper,wooper,wooper,0194,0.4,8.5,true,/br/pokedex/wooper,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/194.png,Wooper,"Damp, Water Absorb","water, ground",Grass
195,Quagsire,quagsire,quagsire,0195,1.4,75,true,/br/pokedex/quagsire,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/195.png,Quagsire,"Damp, Water Absorb","water, ground",Grass
196,Espeon,espeon,espeon,0196,0.9,26.5,true,/br/pokedex/espeon,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/196.png,Espeon,Synchronize,psychic,"Bug, Ghost, Dark"
197,Umbreon,umbreon,umbreon,0197,1,27,true,/br/pokedex/umbreon,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/197.png,Umbreon,Synchronize,dark,"Fighting, Bug, Fairy"
198,Murkrow,murkrow,murkrow,0198,0.5,2.1,true,/br/pokedex/murkrow,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/198.png,Murkrow,"Insomnia, Super Luck","dark, flying","Electric, Ice, Rock, Fairy"
199,Slowking,slowking,slowking,0199,2,79.5,true,/br/pokedex/slowking,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/199.png,Slowking,"Oblivious, Own Tempo","water, psychic","Grass, Electric, Bug, Ghost, Dark"
200,Misdreavus,misdreavus,misdreavus,0200,0.7,1,true,/br/pokedex/misdreavus,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/200.png,Misdreavus,Levitate,ghost,"Ghost, Dark"
201,Unown,unown,unown,0201,0.5,5,true,/br/pokedex/unown,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/201.png,Unown,Levitate,psychic,"Bug, Ghost, Dark"
202,Wobbuffet,wobbuffet,wobbuffet,0202,1.3,28.5,true,/br/pokedex/wobbuffet,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/202.png,Wobbuffet,Shadow Tag,psychic,"Bug, Ghost, Dark"
203,Girafarig,girafarig,girafarig,0203,1.5,41.5,true,/br/pokedex/girafarig,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/203.png,Girafarig,"Inner Focus, Early Bird","normal, psychic","Bug, Dark"
204,Pineco,pineco,pineco,0204,0.6,7.2,true,/br/pokedex/pineco,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/204.png,Pineco,Sturdy,bug,"Fire, Flying, Rock"
205,Forretress,forretress,forretress,0205,1.2,125.8,true,/br/pokedex/forretress,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/205.png,Forretress,Sturdy,"bug, steel",Fire
206,Dunsparce,dunsparce,dunsparce,0206,1.5,14,true,/br/pokedex/dunsparce,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/206.png,Dunsparce,"Run Away, Serene Grace",normal,Fighting
207,Gligar,gligar,gligar,0207,1.1,64.8,true,/br/pokedex/gligar,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/207.png,Gligar,"Sand Veil, Hyper Cutter","ground, flying","Water, Ice"
208,Steelix,steelix,steelix,0208,9.2,400,true,/br/pokedex/steelix,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/208.png,Steelix,"Rock Head, Sturdy","steel, ground","Fire, Water, Fighting, Ground"
209,Snubbull,snubbull,snubbull,0209,0.6,7.8,true,/br/pokedex/snubbull,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/209.png,Snubbull,"Run Away, Intimidate",fairy,"Poison, Steel"
210,Granbull,granbull,granbull,0210,1.4,48.7,true,/br/pokedex/granbull,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/210.png,Granbull,"Intimidate, Quick Feet",fairy,"Poison, Steel"
211,Qwilfish,qwilfish,qwilfish,0211,0.5,3.9,true,/br/pokedex/qwilfish,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/211.png,Qwilfish,"Poison Point, Swift Swim","water, poison","Electric, Ground, Psychic"
212,Scizor,scizor,scizor,0212,1.8,118,true,/br/pokedex/scizor,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/212.png,Scizor,"Swarm, Technician","bug, steel",Fire
